0,0.02973 ,0.02535 ,0.01327 ,0.01644 ,0.02668 ,0.02319 ,
0,0.03190 ,0.02743 ,0.01292 ,0.01490 ,0.02296 ,0.02161 ,
0,0.03641 ,0.02440 ,0.01466 ,0.03677 ,0.02703 ,0.01834 ,
0,0.03238 ,0.03816 ,0.00976 ,0.00789 ,0.01180 ,0.02883 ,
0,0.02643 ,0.01186 ,0.00796 ,0.01740 ,0.02903 ,0.02739 ,
0,0.02294 ,0.01355 ,0.01258 ,0.02375 ,0.01946 ,0.01651 ,
0,0.02883 ,0.01209 ,0.01192 ,0.01689 ,0.01672 ,0.02527 ,
0,0.03575 ,0.01441 ,0.01311 ,0.02955 ,0.02676 ,0.02672 ,
0,0.04586 ,0.01718 ,0.01816 ,0.03561 ,0.02080 ,0.03567 ,
0,0.05060 ,0.02077 ,0.02801 ,0.05626 ,0.03484 ,0.03341 ,
0,0.02576 ,0.01504 ,0.01343 ,0.01753 ,0.01473 ,0.01410 ,
0,0.04945 ,0.01654 ,0.01539 ,0.03276 ,0.02786 ,0.02246 ,
0,0.04527 ,0.01734 ,0.02100 ,0.04696 ,0.02407 ,0.02856 ,
0,0.06125 ,0.02625 ,0.03426 ,0.06705 ,0.05614 ,0.03049 ,
0,0.04078 ,0.01628 ,0.01938 ,0.02122 ,0.02646 ,0.03247 ,
0,0.06727 ,0.01948 ,0.02592 ,0.05211 ,0.05905 ,0.02339 ,
0,0.04980 ,0.01254 ,0.01824 ,0.05562 ,0.03866 ,0.01018 ,
0,0.05003 ,0.01785 ,0.02702 ,0.05564 ,0.05566 ,0.01526 ,
0,0.02303 ,0.01015 ,0.01522 ,0.02238 ,0.03414 ,0.00717 ,
0,0.04044 ,0.01103 ,0.01917 ,0.03466 ,0.04111 ,0.01314 ,
0,0.03507 ,0.04401 ,0.02300 ,0.03970 ,0.02824 ,0.02000 ,
0,0.03401 ,0.03902 ,0.02369 ,0.03399 ,0.03086 ,0.03153 ,
0,0.02514 ,0.04696 ,0.02344 ,0.02872 ,0.01870 ,0.01333 ,
0,0.04381 ,0.04354 ,0.02221 ,0.02996 ,0.04153 ,0.02345 ,
0,0.08670 ,0.01963 ,0.01530 ,0.04648 ,0.04661 ,0.05587 ,
0,0.08252 ,0.01949 ,0.01687 ,0.04370 ,0.03511 ,0.04689 ,
0,0.07233 ,0.02655 ,0.02118 ,0.04278 ,0.02775 ,0.03126 ,
0,0.09527 ,0.01872 ,0.01676 ,0.05291 ,0.06080 ,0.05674 ,
0,0.03427 ,0.01688 ,0.01794 ,0.02508 ,0.01784 ,0.02050 ,
0,0.02952 ,0.01717 ,0.01819 ,0.01991 ,0.02429 ,0.02730 ,
0,0.01870 ,0.01874 ,0.01743 ,0.01221 ,0.01093 ,0.02070 ,
0,0.04588 ,0.01354 ,0.02091 ,0.03836 ,0.04062 ,0.02634 ,
0,0.05162 ,0.01471 ,0.01701 ,0.04552 ,0.03942 ,0.02136 ,
0,0.04331 ,0.01340 ,0.01248 ,0.02625 ,0.01899 ,0.01561 ,
0,0.05413 ,0.01486 ,0.01082 ,0.01850 ,0.02890 ,0.02739 ,
0,0.05848 ,0.01453 ,0.01470 ,0.04021 ,0.03166 ,0.03078 ,
0,0.08295 ,0.03750 ,0.04810 ,0.08582 ,0.08925 ,0.03174 ,
0,0.10464 ,0.03081 ,0.04794 ,0.10104 ,0.11704 ,0.03929 ,
0,0.08343 ,0.03047 ,0.03581 ,0.08870 ,0.07054 ,0.03118 ,
0,0.10162 ,0.03614 ,0.05483 ,0.12675 ,0.08797 ,0.03074 ,
0,0.10274 ,0.03668 ,0.05179 ,0.10613 ,0.11480 ,0.04133 ,
0,0.12388 ,0.02946 ,0.05361 ,0.13083 ,0.11688 ,0.03662 ,
0,0.09767 ,0.03190 ,0.04316 ,0.10410 ,0.08969 ,0.04368 ,
0,0.11782 ,0.03653 ,0.05985 ,0.13207 ,0.11380 ,0.03900 ,
0,0.03081 ,0.02410 ,0.02665 ,0.03927 ,0.03304 ,0.00973 ,
0,0.02991 ,0.02639 ,0.03158 ,0.03280 ,0.03434 ,0.02033 ,
0,0.01686 ,0.02426 ,0.02817 ,0.02765 ,0.00569 ,0.01111 ,
0,0.02585 ,0.02960 ,0.03647 ,0.03648 ,0.01628 ,0.00922 ,
0,0.04586 ,0.02484 ,0.03303 ,0.06103 ,0.03839 ,0.01656 ,
0,0.04296 ,0.02605 ,0.03450 ,0.05063 ,0.04696 ,0.01647 ,
0,0.02212 ,0.01721 ,0.02250 ,0.02858 ,0.01619 ,0.00960 ,
0,0.04872 ,0.02742 ,0.03860 ,0.05048 ,0.05022 ,0.01428 ,
0,0.11657 ,0.03965 ,0.05328 ,0.14506 ,0.09889 ,0.03178 ,
0,0.12072 ,0.03643 ,0.06417 ,0.09956 ,0.15262 ,0.03861 ,
0,0.07300 ,0.02703 ,0.03919 ,0.09700 ,0.05797 ,0.03026 ,
0,0.09273 ,0.03265 ,0.04862 ,0.10633 ,0.09008 ,0.02335 ,
0,0.10862 ,0.03939 ,0.05434 ,0.09552 ,0.13485 ,0.02851 ,
0,0.12967 ,0.03494 ,0.05492 ,0.11093 ,0.16380 ,0.06018 ,
0,0.07194 ,0.04213 ,0.04366 ,0.07132 ,0.08549 ,0.02607 ,
0,0.08782 ,0.03147 ,0.04692 ,0.12221 ,0.07150 ,0.03945 ,
0,0.01560 ,0.02401 ,0.01639 ,0.01903 ,0.00947 ,0.02010 ,
0,0.02433 ,0.02791 ,0.02333 ,0.02065 ,0.03258 ,0.01782 ,
0,0.01602 ,0.02322 ,0.01883 ,0.01077 ,0.01991 ,0.01179 ,
0,0.02367 ,0.02540 ,0.02182 ,0.01759 ,0.02018 ,0.01334 ,
0,0.11242 ,0.03275 ,0.05075 ,0.12916 ,0.11590 ,0.03712 ,
0,0.13725 ,0.03484 ,0.05260 ,0.13698 ,0.15545 ,0.03466 ,
0,0.08613 ,0.04773 ,0.04199 ,0.09691 ,0.09281 ,0.04433 ,
0,0.10174 ,0.03682 ,0.04931 ,0.09581 ,0.12348 ,0.03213 ,
0,0.03880 ,0.03910 ,0.05279 ,0.04633 ,0.03654 ,0.01504 ,
0,0.03685 ,0.04088 ,0.04694 ,0.04176 ,0.03549 ,0.01497 ,
0,0.02812 ,0.04458 ,0.05091 ,0.02788 ,0.02042 ,0.01975 ,
0,0.03070 ,0.04610 ,0.06562 ,0.02310 ,0.02497 ,0.01689 ,
0,0.08226 ,0.01316 ,0.02589 ,0.07467 ,0.10198 ,0.01694 ,
0,0.07135 ,0.01517 ,0.02345 ,0.06691 ,0.09110 ,0.00875 ,
0,0.07400 ,0.01077 ,0.02326 ,0.06014 ,0.09337 ,0.02813 ,
0,0.04872 ,0.00829 ,0.02234 ,0.05142 ,0.05725 ,0.01385 ,
0,0.05391 ,0.01002 ,0.02363 ,0.04264 ,0.07398 ,0.01081 ,
0,0.05770 ,0.00867 ,0.01913 ,0.05172 ,0.07694 ,0.00501 ,
0,0.05581 ,0.01036 ,0.02523 ,0.04988 ,0.07082 ,0.01355 ,
0,0.03192 ,0.01066 ,0.01684 ,0.02576 ,0.04463 ,0.01596 ,
0,0.04449 ,0.01641 ,0.02196 ,0.03121 ,0.05969 ,0.01866 ,
0,0.05210 ,0.01227 ,0.02319 ,0.04306 ,0.06938 ,0.01590 ,
0,0.05997 ,0.01264 ,0.02084 ,0.05138 ,0.06562 ,0.02608 ,
0,0.03162 ,0.01302 ,0.02143 ,0.02444 ,0.03015 ,0.01244 ,
0,0.04562 ,0.01461 ,0.02401 ,0.04997 ,0.05491 ,0.01318 ,
0,0.06472 ,0.01440 ,0.03118 ,0.05769 ,0.08570 ,0.01910 ,
0,0.07660 ,0.01748 ,0.03042 ,0.05453 ,0.10078 ,0.03517 ,
