0,0.03117,0.00841,0.01019,0.02022,0.02179,0.0212
0,0.02983,0.0142,0.01601,0.01767,0.03355,0.01919
0,0.03026,0.01267,0.01566,0.01888,0.02705,0.02679
0,0.03888,0.01341,0.01895,0.02702,0.0342,0.02025
0,0.03857,0.0327,0.02739,0.03798,0.02935,0.01566
0,0.0379,0.03061,0.0292,0.0349,0.03453,0.03115
0,0.04527,0.02557,0.03047,0.03245,0.03671,0.03064
0,0.04495,0.03027,0.03264,0.04305,0.04117,0.0234
0,0.03512,0.01781,0.0217,0.02931,0.02373,0.01964
0,0.04211,0.02033,0.01628,0.02037,0.02329,0.02639
0,0.03035,0.0176,0.01424,0.01931,0.01954,0.02112
0,0.04826,0.01888,0.0225,0.04368,0.04116,0.027
0,0.03642,0.08912,0.04415,0.0345,0.03783,0.01616
0,0.03754,0.08658,0.04188,0.03958,0.02505,0.02116
0,0.04586,0.08917,0.03756,0.03961,0.03956,0.03203
0,0.03645,0.08796,0.04245,0.03586,0.02789,0.02089
0,0.03124,0.03649,0.01761,0.0171,0.01348,0.02315
0,0.03471,0.03315,0.01875,0.02979,0.03245,0.01528
0,0.03687,0.03643,0.01866,0.02938,0.03191,0.01737
0,0.0411,0.0345,0.02049,0.03332,0.02697,0.01538
0,0.05078,0.027,0.02408,0.02745,0.03657,0.01244
0,0.0298,0.02295,0.02121,0.02093,0.0279,0.01271
0,0.02768,0.01794,0.01945,0.02974,0.02993,0.01618
0,0.03409,0.02318,0.02537,0.02994,0.02996,0.01535
0,0.04381,0.03638,0.03917,0.02928,0.03671,0.01964
0,0.03123,0.03471,0.03709,0.02674,0.02826,0.0198
0,0.04378,0.03487,0.04104,0.03399,0.04601,0.02507
0,0.03243,0.03344,0.03734,0.0241,0.03104,0.01449
0,0.01948,0.00938,0.01384,0.01866,0.01365,0.00664
0,0.0127,0.01128,0.01716,0.01138,0.00728,0.00941
0,0.01809,0.00934,0.01478,0.02139,0.01514,0.00849
0,0.02006,0.01132,0.01318,0.02005,0.01426,0.00692
0,0.01571,0.01194,0.00572,0.00429,0.01186,0.01629
0,0.00978,0.01261,0.00436,0.00186,0.01189,0.01192
0,0.01816,0.0125,0.00531,0.00271,0.00619,0.01793
0,0.02061,0.01203,0.005,0.00358,0.01035,0.01761
0,0.03129,0.0079,0.01307,0.02016,0.01458,0.00904
0,0.03168,0.00232,0.00755,0.01237,0.01518,0.01199
0,0.04668,0.0036,0.00723,0.00862,0.014,0.01839
0,0.02481,0.00723,0.00903,0.01433,0.01259,0.01323
0,0.02566,0.02206,0.0137,0.01021,0.01749,0.01495
0,0.02237,0.02073,0.0077,0.00909,0.01828,0.02305
0,0.03284,0.01831,0.0087,0.00995,0.0192,0.03312
0,0.02398,0.02103,0.01023,0.00926,0.02077,0.02751
0,0.02693,0.01377,0.01177,0.00922,0.0256,0.02157
0,0.02427,0.00844,0.00491,0.00834,0.02136,0.02068
0,0.02852,0.01179,0.00913,0.00446,0.02145,0.0303
0,0.03307,0.01162,0.00681,0.00962,0.03066,0.03249
0,0.01703,0.00324,0.00187,0.00391,0.01612,0.02093
0,0.01616,0.00153,0.00036,0.00194,0.01401,0.01808
0,0.01635,0.0059,0.00405,0.00388,0.01589,0.01869
0,0.02235,0.00228,0.0021,0.00589,0.02243,0.02196
0,0.03187,0.00497,0.00645,0.01486,0.01014,0.01267
0,0.03797,0.00505,0.00546,0.00962,0.01443,0.02891
0,0.03014,0.00293,0.00369,0.01325,0.02405,0.01738
0,0.02852,0.00359,0.00646,0.01,0.01209,0.01849
0,0.0087,0.01119,0.00501,0.00765,0.00518,0.00272
0,0.00574,0.01064,0.00204,0.00164,0.00213,0.00463
0,0.00922,0.01227,0.00358,0.00111,0,0.01098
0,0.01725,0.01097,0.00367,0.00424,0.00528,0.00982
0,0.03732,0.03714,0.02283,0.02423,0.01213,0.01664
